barcode,price,Stock,name,product_code,Image1,Image2,Image3,Image4,Image5,product_id
8901810000025,43.23,32,Yasemin Değerli Mogra Kokulu 20 Çubuk Tütsü - Precious Mogra,LOKMANAVM-35249,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/yasemin-degerli-mogra-kokulu-20-cubuk-tutsu-precious-mogra-10222.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/yasemin-degerli-mogra-kokulu-20-cubuk-tutsu-precious-mogra-10223.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/yasemin-degerli-mogra-kokulu-20-cubuk-tutsu-precious-mogra-17146.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/yasemin-degerli-mogra-kokulu-20-cubuk-tutsu-precious-mogra-17147.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/yasemin-degerli-mogra-kokulu-20-cubuk-tutsu-precious-mogra-17148.jpg,74
8697603623594,53.53,1,Çörek Otu Doğal Öğütülmüş Teneke Kutu 150 Gr,Lokman-34107,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/corekotu-ogutulmus-150gr-tnk-3755.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/corekotu-ogutulmus-150gr-tnk-3756.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/corekotu-ogutulmus-150gr-tnk-3757.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/corekotu-ogutulmus-150gr-tnk-16737.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/corekotu-ogutulmus-150gr-tnk-16738.jpg,76
8901810004498,43.23,14,Vahşi Orkide Kokulu 20 Çubuk Tütsü - Wild Orchids,LOKMANAVM-35246,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/vahsi-orkide-kokulu-20-cubuk-tutsu-wild-orchids-10216.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/vahsi-orkide-kokulu-20-cubuk-tutsu-wild-orchids-10217.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/vahsi-orkide-kokulu-20-cubuk-tutsu-wild-orchids-13316.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/vahsi-orkide-kokulu-20-cubuk-tutsu-wild-orchids-13317.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/vahsi-orkide-kokulu-20-cubuk-tutsu-wild-orchids-13318.jpg,77
8901810001725,43.23,12,Sandal Tarçın Kokulu 20 Çubuk Tütsü - Sandal Cinnamon,Lokman-35174,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/sandal-tarcin-kokulu-tutsu-20li-4351.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/sandal-tarcin-kokulu-tutsu-20li-4353.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/sandal-tarcin-kokulu-20-cubuk-tutsu-sandal-cinnamon-17138.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/sandal-tarcin-kokulu-20-cubuk-tutsu-sandal-cinnamon-17139.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/sandal-tarcin-kokulu-20-cubuk-tutsu-sandal-cinnamon-17140.jpg,78
8697603637348,108.07,9,Ekinezyalı Karışık Bitkisel Çay 100 Gr Teneke Kutu,Lokman-34093,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ekinezyali-karisik-cay-100gr-tnk-3758.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ekinezyali-karisik-cay-100gr-tnk-3759.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ekinezyali-karisik-cay-100gr-tnk-3760.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ekinezyali-karisik-bitkisel-cay-100gr-tnk-13783.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ekinezyali-karisik-bitkisel-cay-100gr-tnk-13784.jpg,79
8901810006164,43.23,35,Sandal Ağacı Kokulu 20 Çubuk Tütsü - Sandalwood,LOKMANAVM-35177,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/sandal-agaci-kokulu-20-cubuk-tutsu-sandalwood-5496.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/sandal-agaci-kokulu-20-cubuk-tutsu-sandalwood-5495.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/sandal-agaci-kokulu-20-cubuk-tutsu-sandalwood-5497.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/sandal-agaci-kokulu-20-cubuk-tutsu-sandalwood-13313.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/sandal-agaci-kokulu-20-cubuk-tutsu-sandalwood-13314.jpg,80
8901810000490,43.23,105,Sandal Ağacı Kokulu 20 Çubuk Tütsü - Sandalo,LOKMANAVM-35180,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/sandal-agaci-tutsu-sandalo-20li-4360.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/sandal-agaci-tutsu-sandalo-20li-4361.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/sandal-agaci-kokulu-20-cubuk-tutsu-sandalo-17134.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/sandal-agaci-kokulu-20-cubuk-tutsu-sandalo-17135.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/sandal-agaci-kokulu-20-cubuk-tutsu-sandalo-17136.jpg,81
8901810000933,43.23,60,Sedir Ağacı Kokulu 20 Çubuk Tütsü - Cedar,LOKMANAVM-35240,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/sedir-agaci-kokulu-20-cubuk-tutsu-cedar-10213.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/sedir-agaci-kokulu-20-cubuk-tutsu-cedar-10214.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/sedir-agaci-kokulu-20-cubuk-tutsu-cedar-13309.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/sedir-agaci-kokulu-20-cubuk-tutsu-cedar-13310.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/sedir-agaci-kokulu-20-cubuk-tutsu-cedar-13311.jpg,82
8901810000230,43.23,12,Tarçın Kokulu 20 Çubuk Tütsü - Cinnamon,LOKMANAVM-35195,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/tarcin-kokulu-20-cubuk-tutsu-cinnamon-10210.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/tarcin-kokulu-20-cubuk-tutsu-cinnamon-10211.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/tarcin-kokulu-20-cubuk-tutsu-cinnamon-17130.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/tarcin-kokulu-20-cubuk-tutsu-cinnamon-17131.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/tarcin-kokulu-20-cubuk-tutsu-cinnamon-17132.jpg,83
8901810001299,43.23,39,Tabac 20 Çubuk Tütsü,LOKMANAVM-35243,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/tabac-20-cubuk-tutsu-10207.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/tabac-20-cubuk-tutsu-10208.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/tabac-20-cubuk-tutsu-17126.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/tabac-20-cubuk-tutsu-17127.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/tabac-20-cubuk-tutsu-17128.jpg,85
8901810000216,43.23,22,Vanilya Kokulu 20 Çubuk Tütsü - Vanilla,LOKMANAVM-35185,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/vanilya-kokulu-tutsu-20li-4376.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/vanilya-kokulu-tutsu-20li-4377.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/vanilya-kokulu-20-cubuk-tutsu-vanilla-17122.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/vanilya-kokulu-20-cubuk-tutsu-vanilla-17123.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/vanilya-kokulu-20-cubuk-tutsu-vanilla-17124.jpg,86
8901810000391,43.23,24,Yasemin Kokulu 20 Çubuk Tütsü - Jasmine,LOKMANAVM-35189,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/yasemin-kokulu-20-cubuk-tutsu-jasmine-10204.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/yasemin-kokulu-20-cubuk-tutsu-jasmine-10205.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/yasemin-kokulu-20-cubuk-tutsu-jasmine-13167.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/yasemin-kokulu-20-cubuk-tutsu-jasmine-13168.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/yasemin-kokulu-20-cubuk-tutsu-jasmine-13169.jpg,87
8697711700743,168.67,8,Güneş Sütü Çocuklar 50 Faktör SPF 150 ML,Lokman-36011,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/gunes-sutu-cocuklar-50-faktor-spf-200ml-3125.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/gunes-sutu-cocuklar-50-faktor-spf-200ml-3126.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/gunes-sutu-cocuklar-50-faktor-spf-200ml-3127.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/gunes-sutu-cocuklar-50-faktor-spf-200ml-3128.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/gunes-sutu-cocuklar-50-faktor-spf-150-ml-17479.jpg,88
8901810001244,43.23,36,Yağmur Ormanı Kokulu 20 Çubuk Tütsü - Rain Forest,LOKMANAVM-35184,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/yagmur-ormani-tutsu-20li-4384.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/yagmur-ormani-tutsu-20li-4385.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/yagmur-ormani-kokulu-20-cubuk-tutsu-rain-forest-16063.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/yagmur-ormani-kokulu-20-cubuk-tutsu-rain-forest-16064.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/yagmur-ormani-kokulu-20-cubuk-tutsu-rain-forest-16065.jpg,89
8901810001839,43.23,23,Yeşil Çay Kokulu 20 Çubuk Tütsü - Green Tea,LOKMANAVM-35173,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/yesilcay-kokulu-20-cubuk-tutsu-green-tea-10201.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/yesilcay-kokulu-20-cubuk-tutsu-green-tea-10202.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/yesilcay-kokulu-20-cubuk-tutsu-green-tea-17118.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/yesilcay-kokulu-20-cubuk-tutsu-green-tea-17119.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/yesilcay-kokulu-20-cubuk-tutsu-green-tea-17120.jpg,90
8901810000643,43.23,23,Zambak Kokulu 20 Çubuk Tütsü - Lily,LOKMANAVM-35165,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/zambak-kokulu-tutsu-20li-4391.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/zambak-kokulu-tutsu-20li-4392.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/zambak-kokulu-20-cubuk-tutsu-lily-13786.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/zambak-kokulu-20-cubuk-tutsu-lily-13787.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/zambak-kokulu-20-cubuk-tutsu-lily-13788.jpg,91
8901810002296,43.23,46,Zencefil Kokulu 20 Çubuk Tütsü - Jengibre,LOKMANAVM-35208,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/zencefil-kokulu-tutsu-20li-4395.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/zencefil-kokulu-tutsu-20li-4396.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/zencefil-kokulu-20-cubuk-tutsu-jengibre-17114.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/zencefil-kokulu-20-cubuk-tutsu-jengibre-17115.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/zencefil-kokulu-20-cubuk-tutsu-jengibre-17116.jpg,92
8901810000957,43.23,25,Çam Kokulu 20 Çubuk Tütsü - Pine,LOKMANAVM-35198,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/cam-kokulu-20-cubuk-tutsu-pine-10198.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/cam-kokulu-20-cubuk-tutsu-pine-10199.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/cam-kokulu-20-cubuk-tutsu-pine-16059.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/cam-kokulu-20-cubuk-tutsu-pine-16060.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/cam-kokulu-20-cubuk-tutsu-pine-16061.jpg,93
8901810002678,43.23,30,Çikolata Kokulu 20 Çubuk Tütsü - Chocolate,LOKMANAVM-35201,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/cikolata-kokulu-20-cubuk-tutsu-chocolate-10192.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/cikolata-kokulu-20-cubuk-tutsu-chocolate-10193.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/cikolata-kokulu-20-cubuk-tutsu-chocolate-16055.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/cikolata-kokulu-20-cubuk-tutsu-chocolate-16056.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/cikolata-kokulu-20-cubuk-tutsu-chocolate-16057.jpg,94
8901810000131,43.23,17,Çilek Kokulu 20 Çubuk Tütsü - Strawberry,LOKMANAVM-35192,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/cilek-kokulu-20-cubuk-tutsu-strawberry-10189.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/cilek-kokulu-20-cubuk-tutsu-strawberry-10190.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/cilek-kokulu-20-cubuk-tutsu-strawberry-17110.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/cilek-kokulu-20-cubuk-tutsu-strawberry-17111.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/cilek-kokulu-20-cubuk-tutsu-strawberry-17112.jpg,95
8694557923077,85.85,5,Padişah Macunu Cam Kavanoz 450 Gr,LOKMAN-9002,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/padisah-macunu-450gr-4174.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/padisah-macunu-450gr-4175.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/padisah-macunu-450gr-4176.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/padisah-macunu-450gr-4177.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/padisah-macunu-450gr-16735.jpg,96
8901810001213,43.23,16,Zambak Vadisi Kokulu 20 Çubuk Tütsü - Lily Of The Valley,LOKMANAVM-35213,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/zambak-vadisi-kokulu-20-cubuk-tutsu-lily-of-the-valley-10195.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/zambak-vadisi-kokulu-20-cubuk-tutsu-lily-of-the-valley-10196.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/zambak-vadisi-kokulu-20-cubuk-tutsu-lily-of-the-valley-17106.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/zambak-vadisi-kokulu-20-cubuk-tutsu-lily-of-the-valley-17107.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/zambak-vadisi-kokulu-20-cubuk-tutsu-lily-of-the-valley-17108.jpg,97
8901810007123,43.23,19,İris Süsen Çiçeği Kokulu 20 Çubuk Tütsü - Iris,LOKMANAVM-35219,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/iris-susen-cicegi-kokulu-tutsu-20li-4412.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/iris-susen-cicegi-kokulu-tutsu-20li-4413.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/iris-susen-cicegi-kokulu-20-cubuk-tutsu-iris-13305.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/iris-susen-cicegi-kokulu-20-cubuk-tutsu-iris-13306.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/iris-susen-cicegi-kokulu-20-cubuk-tutsu-iris-13307.jpg,98
8697603617456,33.32,65,Saf Doğal Damla Sakızı 1 Gr Paket,Lokman-34147,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/damla-sakizi-1gr-3761.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/damla-sakizi-1gr-3762.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/damla-sakizi-1gr-3763.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/damla-sakizi-1gr-pkt-13790.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/damla-sakizi-1gr-pkt-13791.jpg,100
8697603626854,37.87,19,Kekik Doğal Yemeklik 50 Gr Paket,Lokman-34059,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/kekik-otu-pkt-50gr-3764.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/kekik-otu-pkt-50gr-3765.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/kekik-otu-pkt-50gr-3766.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/kekik-otu-pkt-50gr-13793.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/kekik-otu-pkt-50gr-13794.jpg,102
8697603620357,35.35,24,Adaçayı Doğal 50 Gr Paket,Lokman-34038,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/adacayi-50gr-pkt-3767.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/adacayi-50gr-pkt-3768.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/adacayi-50gr-pkt-3769.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/adacayi-50gr-pkt-13796.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/adacayi-50gr-pkt-13797.jpg,104
8697603620654,37.37,28,Doğal Alıç Yaprağı 50 Gr Paket,Lokman-34040,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/alic-yapragi-50gr-pkt-3770.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/alic-yapragi-50gr-pkt-3771.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/alic-yapragi-50gr-pkt-3772.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/alic-yapragi-50gr-pkt-13799.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/alic-yapragi-50gr-pkt-13800.jpg,105
8697603621156,36.86,36,Doğal Aslanpençesi Otu 50 Gr Paket,Lokman-34041,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/aslanpencesi-otu-50gr-pkt-3773.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/aslanpencesi-otu-50gr-pkt-3774.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/aslanpencesi-otu-50gr-pkt-3775.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/aslanpencesi-otu-50gr-pkt-13802.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/aslanpencesi-otu-50gr-pkt-13803.jpg,106
8697603621354,35.35,57,Avakado Yaprağı Doğal 50 Gr Paket,Lokman-34042,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/avokado-yapragi-50gr-pkt-3776.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/avokado-yapragi-50gr-pkt-3777.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/avokado-yapragi-50gr-pkt-3778.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/avokado-yapragi-50gr-pkt-13805.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/avokado-yapragi-50gr-pkt-13806.jpg,107
<P>&nbsp;</P>,,,,,,,,,,
8697603621859,35.1,17,Biberiye Doğal 50 Gr Paket,Lokman-34044,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/biberiye-50gr-pkt-3782.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/biberiye-50gr-pkt-3783.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/biberiye-50gr-pkt-3784.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/biberiye-50gr-pkt-13811.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/biberiye-50gr-pkt-13812.jpg,109
8697603653751,37.37,32,Doğal Civanperçemi Otu 50 Gr Paket,Lokman-34045,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/civanpercemi-otu-50gr-pkt-3785.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/civanpercemi-otu-50gr-pkt-3786.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/civanpercemi-otu-50gr-pkt-3787.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/civanpercemi-otu-50gr-pkt-13814.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/civanpercemi-otu-50gr-pkt-13815.jpg,110
