barcode,price,Stock,name,product_code,Image1,Image2,Image3,Image4,Image5,product_id
8697603622856,35.35,64,Çoban Çantası Otu Doğal 50 Gr Paket,Lokman-34046,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/coban-cantasi-otu-50gr-pkt-3788.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/coban-cantasi-otu-50gr-pkt-3789.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/coban-cantasi-otu-50gr-pkt-3790.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/coban-cantasi-otu-50gr-pkt-15017.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/coban-cantasi-otu-50gr-pkt-15018.jpg,111
8697603624157,34.34,19,Doğal Defne Yaprağı 50 Gr Paket,Lokman-34048,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/defne-yapragi-50gr-pkt-3791.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/defne-yapragi-50gr-pkt-3792.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/defne-yapragi-50gr-pkt-3793.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/defne-yapragi-50gr-pkt-13817.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/defne-yapragi-50gr-pkt-13818.jpg,112
8697603624553,33.32,72,Ebegümeci Otu Doğal 50 Gr Paket,Lokman-34049,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ebegumeci-otu-50gr-pkt-3794.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ebegumeci-otu-50gr-pkt-3795.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ebegumeci-otu-50gr-pkt-3796.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ebegumeci-otu-50gr-pkt-13820.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ebegumeci-otu-50gr-pkt-13821.jpg,113
8697603636440,108.07,4,Çörekotlu Karışık Bitkisel Çay 100 Gr Teneke Kutu,Lokman-34113,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/corekotlu-karisik-cay-100gr-tnk-3797.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/corekotlu-karisik-cay-100gr-tnk-3798.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/corekotlu-karisik-cay-100gr-tnk-3799.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/corekotlu-karisik-bitkisel-cay-100gr-tnk-13823.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/corekotlu-karisik-bitkisel-cay-100gr-tnk-13824.jpg,114
8697603633852,54.54,32,Doğal Ginkgo Biloba Yaprağı 50 Gr Paket,Lokman-34051,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ginkgo-biloba-yapragi-50gr-pkt-3800.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ginkgo-biloba-yapragi-50gr-pkt-3801.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ginkgo-biloba-yapragi-50gr-pkt-3802.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ginkgo-biloba-yapragi-50gr-pkt-13826.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ginkgo-biloba-yapragi-50gr-pkt-13827.jpg,115
8697603625857,47.67,34,"Doğal Hatmi Çiceği, Gül Hatmi 50 Gr Paket",Lokman-34052,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/hatmi-cicegi-gul-hatmi-50gr-pkt-3803.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/hatmi-cicegi-gul-hatmi-50gr-pkt-3804.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/hatmi-cicegi-gul-hatmi-50gr-pkt-3805.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/hatmi-cicegi-gul-hatmi-50gr-pkt-13829.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/hatmi-cicegi-gul-hatmi-50gr-pkt-13830.jpg
8697603625437,38.38,39,Hindibağ Yaprağı Otu Doğal 50 Gr Paket,Lokman-34053,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/hindibag-otu-50gr-pkt-3806.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/hindibag-otu-50gr-pkt-3807.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/hindibag-otu-50gr-pkt-3808.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/hindibag-otu-50gr-pkt-13832.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/hindibag-otu-50gr-pkt-13833.jpg,117
8697603627950,34.79,38,Doğal Kiraz Sapı Kiraz Çöpü 50 Gr Paket,Lokman-34061,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/kiraz-sapi-kiraz-copu-50gr-pkt-3809.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/kiraz-sapi-kiraz-copu-50gr-pkt-3810.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/kiraz-sapi-kiraz-copu-50gr-pkt-3811.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/kiraz-sapi-kiraz-copu-50gr-pkt-13835.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/kiraz-sapi-kiraz-copu-50gr-pkt-13836.jpg,123
8697603628858,42.41,27,Doğal Melisa Otu Limon Otu 25 Gr Paket,Lokman-34062,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/melisa-limon-otu-25gr-pkt-3812.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/melisa-limon-otu-25gr-pkt-3813.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/melisa-limon-otu-25gr-pkt-3814.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/melisa-limon-otu-25gr-pkt-13838.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/melisa-limon-otu-25gr-pkt-13839.jpg,124
8697603636655,37.37,35,Meyan Kökü Sıyrılmış Çubuk Doğal 50 Gr Paket,Lokman-34063,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/meyan-koku-cubuk-50gr-pkt-3815.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/meyan-koku-cubuk-50gr-pkt-3816.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/meyan-koku-cubuk-50gr-pkt-3817.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/meyan-koku-cubuk-50gr-pkt-13841.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/meyan-koku-cubuk-50gr-pkt-13842.jpg,125
8697603636457,36.86,41,Meyan Kökü Lif Doğal 50 Gr Paket,Lokman-34064,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/meyan-koku-lif-50gr-pkt-3818.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/meyan-koku-lif-50gr-pkt-3819.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/meyan-koku-lif-50gr-pkt-3820.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/meyan-koku-lif-50gr-pkt-13844.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/meyan-koku-lif-50gr-pkt-13845.jpg,126
8697603629350,37.87,20,Mısır Püskülü Doğal 50 Gr Paket,Lokman-34065,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/misir-puskulu-50gr-pkt-3821.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/misir-puskulu-50gr-pkt-3822.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/misir-puskulu-50gr-pkt-3823.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/misir-puskulu-50gr-pkt-13847.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/misir-puskulu-50gr-pkt-13848.jpg,127
8697603630059,36.36,20,Doğal Oğul Otu Kovanotu 50 Gr Paket,Lokman-34066,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ogul-otu-50gr-pkt-3824.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ogul-otu-50gr-pkt-3825.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ogul-otu-50gr-pkt-3826.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ogul-otu-50gr-pkt-13850.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ogul-otu-50gr-pkt-13851.jpg,128
8697603630158,37.37,23,Okaliptus Yaprağı Doğal 50 Gr Paket,Lokman-34067,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/okaliptus-yapragi-50gr-pkt-3827.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/okaliptus-yapragi-50gr-pkt-3828.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/okaliptus-yapragi-50gr-pkt-3829.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/okaliptus-yapragi-50gr-pkt-13853.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/okaliptus-yapragi-50gr-pkt-13854.jpg,129
8697603630455,60.6,20,Doğal Papatya Çiçeği 50 Gr Paket,Lokman-34068,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/papatya-50gr-pkt-3830.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/papatya-50gr-pkt-3831.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/papatya-50gr-pkt-3832.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/papatya-50gr-pkt-13856.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/papatya-50gr-pkt-13857.jpg,130
8697603633654,37.37,19,Sinameki Yaprağı Doğal 50 Gr Paket,Lokman-34069,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/sinameki-yapragi-50gr-pkt-3833.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/sinameki-yapragi-50gr-pkt-3834.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/sinameki-yapragi-50gr-pkt-3835.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/sinameki-yapragi-50gr-pkt-15020.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/sinameki-yapragi-50gr-pkt-15021.jpg,131
8697603632657,35.85,19,Şahtere Otu Doğal 50 Gr Paket,Lokman-34070,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/sahtere-otu-50gr-pkt-3837.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/sahtere-otu-50gr-pkt-3838.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/sahtere-otu-50gr-pkt-15023.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/sahtere-otu-50gr-pkt-15024.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/sahtere-otu-50gr-pkt-15025.jpg,132
8697603633456,37.37,17,Zahter Kekik Doğal 50 Gr Paket,Lokman-34071,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/zahter-kekik-50gr-pkt-3839.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/zahter-kekik-50gr-pkt-3840.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/zahter-kekik-50gr-pkt-3841.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/zahter-kekik-50gr-pkt-15026.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/zahter-kekik-50gr-pkt-15027.jpg,133
8697603613052,56.56,22,Afrika Bamya Çiçeği Hibiskus Mekke Gülü Doğal 100 Gr Paket,Lokman-34073,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/hibiskus-bamya-cicegi-100gr-pkt-3842.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/hibiskus-bamya-cicegi-100gr-pkt-3843.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/hibiskus-bamya-cicegi-100gr-pkt-3844.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/hibiskus-bamya-cicegi-100gr-pkt-15029.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/hibiskus-bamya-cicegi-100gr-pkt-15030.jpg,134
8697603624850,37.37,14,Funda Yaprağı Otu Doğal 100 Gr Paket,Lokman-34074,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/funda-otu-100gr-pkt-136.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/funda-otu-100gr-pkt-2032.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/funda-otu-100gr-pkt-2033.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/funda-otu-100gr-pkt-2034.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/funda-otu-100gr-pkt-2035.jpg,135
8697603628650,42.41,9,Lavanta Çiçeği Doğal 100 Gr Paket,Lokman-34079,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/lavanta-cicegi-100gr-pkt-3845.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/lavanta-cicegi-100gr-pkt-3846.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/lavanta-cicegi-100gr-pkt-3847.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/lavanta-cicegi-100gr-pkt-15033.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/lavanta-cicegi-100gr-pkt-15034.jpg,136
8697603630752,37.37,13,Rezene Doğal Tane Rezene Tohumu 100 Gr Paket,Lokman-34080,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/rezene-tohumu-100gr-pkt-3848.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/rezene-tohumu-100gr-pkt-3849.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/rezene-tohumu-100gr-pkt-3850.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/rezene-tohumu-100gr-pkt-15036.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/rezene-tohumu-100gr-pkt-15037.jpg,137
8697603611355,66.66,13,Yeşil Çay 1. Kalite Doğal İthal Çay 100 Gr Paket,Lokman-34083,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/yesilcay-100gr-pkt-3851.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/yesilcay-100gr-pkt-3852.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/yesilcay-100gr-pkt-3853.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/yesilcay-100gr-pkt-15039.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/yesilcay-100gr-pkt-15040.jpg,138
8697603621149,53.43,4,Doğal Aslanpençesi Otu 100 Gr Teneke Kutu,Lokman-34087,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/aslanpencesi-otu-100gr-tnk-3854.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/aslanpencesi-otu-100gr-tnk-3855.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/aslanpencesi-otu-100gr-tnk-3856.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/aslanpencesi-otu-100gr-tnk-15042.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/aslanpencesi-otu-100gr-tnk-15043.jpg,139
8697603623747,53.43,4,Doğal Civanperçemi Otu 100 Gr Teneke Kutu,Lokman-34088,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/civanpercemi-otu-100gr-tnk-3857.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/civanpercemi-otu-100gr-tnk-3858.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/civanpercemi-otu-100gr-tnk-3859.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/civanpercemi-otu-100gr-tnk-15045.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/civanpercemi-otu-100gr-tnk-15046.jpg,140
8697603626649,53.53,8,Doğal Isırgan Otu Yaprağı 100 Gr Teneke Kutu,Lokman-34099,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/isirgan-otu-yapragi-100gr-tnk-3860.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/isirgan-otu-yapragi-100gr-tnk-3861.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/isirgan-otu-yapragi-100gr-tnk-3862.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/isirgan-otu-yapragi-100gr-tnk-15048.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/isirgan-otu-yapragi-100gr-tnk-15049.jpg,141
8697603612741,88.17,4,Doğal Ginkgo Biloba Yaprağı 100 Gr Teneke Kutu,Lokman-34102,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ginkgo-biloba-yapragi-100gr-tnk-3863.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ginkgo-biloba-yapragi-100gr-tnk-3864.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ginkgo-biloba-yapragi-100gr-tnk-3865.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ginkgo-biloba-yapragi-100gr-tnk-15051.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ginkgo-biloba-yapragi-100gr-tnk-15052.jpg,142
8697603626342,77.16,2,Doğal Ihlamur Çiçeği 50 Gr Teneke Kutu,Lokman-34105,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ihlamur-cicegi-50gr-tnk-3866.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ihlamur-cicegi-50gr-tnk-3867.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ihlamur-cicegi-50gr-tnk-3868.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ihlamur-cicegi-50gr-tnk-14350.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ihlamur-cicegi-50gr-tnk-14351.jpg,143
8697603613045,64.39,11,Afrika Bamya Çiçeği Hibiskus Mekke Gülü Doğal 100 Gr Teneke Kutu,Lokman-34108,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/hibiskus-bamya-cicegi-100gr-tnk-3869.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/hibiskus-bamya-cicegi-100gr-tnk-3870.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/hibiskus-bamya-cicegi-100gr-tnk-3871.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/hibiskus-bamya-cicegi-100gr-tnk-15054.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/hibiskus-bamya-cicegi-100gr-tnk-15055.jpg,144
8697603640041,66.64,10,Yeşil Çay 1. Kalite Doğal İthal Çay 100 Gr Teneke Kutu,Lokman-34109,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/yesilcay-100gr-tnk-3872.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/yesilcay-100gr-tnk-3873.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/yesilcay-100gr-tnk-3874.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/yesilcay-100gr-tnk-15057.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/yesilcay-100gr-tnk-15058.jpg,145
8697603620340,50.5,3,Adaçayı Doğal 50 Gr Teneke Kutu,Lokman-34085,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/adacayi-50gr-tnk-3875.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/adacayi-50gr-tnk-3876.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/adacayi-50gr-tnk-3877.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/adacayi-50gr-tnk-14337.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/adacayi-50gr-tnk-14338.jpg,146
8697603633715,37.37,21,Ekinezya Bitkisi Doğal 50 Gr Paket,Lokman-34050,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ekinezya-bitkisi-50gr-pkt-3878.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ekinezya-bitkisi-50gr-pkt-3879.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ekinezya-bitkisi-50gr-pkt-3880.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ekinezya-bitkisi-50gr-pkt-15060.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ekinezya-bitkisi-50gr-pkt-15061.jpg,148
8904033600041,42.42,324,Kızıl Hint Kınası (Burgundy Henna) 10 Gr Paket,Lokman-34140,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/kizil-hint-kinasi-10gr-4221.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/kizil-hint-kinasi-10gr-4217.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/kizil-hint-kinasi-10gr-4220.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/kizil-hint-kinasi-10gr-pkt-13757.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/kizil-hint-kinasi-10gr-pkt-13758.jpg,149
8694557923015,74.74,31,Arı Sütü Bal Polen Karışımı 225 Gr,LOKMAN-9004,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ari-sutu-bal-polen-karisimi-225gr-4178.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ari-sutu-bal-polen-karisimi-225gr-4179.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ari-sutu-bal-polen-karisimi-225gr-4180.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ari-sutu-bal-polen-karisimi-225gr-4181.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ari-sutu-bal-polen-karisimi-225gr-16727.jpg,150
8697451928018,74.74,70,Arı Sütü Süper Doz Special 100Gr 10Şişe,LOKMAN-9006,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ari-sutu-super-doz-10ad-4185.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ari-sutu-super-doz-10ad-4182.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ari-sutu-super-doz-10ad-4183.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ari-sutu-super-doz-10ad-4184.jpg,http://cdn1.xmlbankasi.com/p1/lokman/image/data/resimler/ari-sutu-super-doz-special-100gr-10sise-13171.jpg,151
